Starting Price: 1.104640, Ending Price: 1.104670, Highest Price: 1.104680, Lowest Price: 1.104630, Total Volume: 0.000000
Starting Price: 1.096970, Ending Price: 1.097020, Highest Price: 1.097080, Lowest Price: 1.096970, Total Volume: 0.000000
Starting Price: 1.096810, Ending Price: 1.096790, Highest Price: 1.096870, Lowest Price: 1.096790, Total Volume: 0.000000
Starting Price: 1.096800, Ending Price: 1.096770, Highest Price: 1.096800, Lowest Price: 1.096730, Total Volume: 0.000000
Starting Price: 1.096720, Ending Price: 1.096760, Highest Price: 1.096760, Lowest Price: 1.096720, Total Volume: 0.000000
Starting Price: 1.096770, Ending Price: 1.096930, Highest Price: 1.096960, Lowest Price: 1.096760, Total Volume: 0.000000
Starting Price: 1.096820, Ending Price: 1.096830, Highest Price: 1.096830, Lowest Price: 1.096820, Total Volume: 0.000000
Starting Price: 1.096810, Ending Price: 1.096860, Highest Price: 1.096870, Lowest Price: 1.096730, Total Volume: 0.000000
Starting Price: 0.000000, Ending Price: 0.000000, Highest Price: 0.000000, Lowest Price: 340282346638528859811704183484516925440.000000, Total Volume: 0.000000
Starting Price: 1.097240, Ending Price: 1.097220, Highest Price: 1.097260, Lowest Price: 1.097210, Total Volume: 0.000000
Starting Price: 1.097210, Ending Price: 1.096930, Highest Price: 1.097230, Lowest Price: 1.096930, Total Volume: 0.000000
Starting Price: 1.096940, Ending Price: 1.096730, Highest Price: 1.096950, Lowest Price: 1.096720, Total Volume: 0.000000
Starting Price: 1.096710, Ending Price: 1.096470, Highest Price: 1.096710, Lowest Price: 1.096470, Total Volume: 0.000000
Starting Price: 1.096490, Ending Price: 1.096420, Highest Price: 1.096520, Lowest Price: 1.096380, Total Volume: 0.000000
Starting Price: 1.096420, Ending Price: 1.096430, Highest Price: 1.096470, Lowest Price: 1.096320, Total Volume: 0.000000
Starting Price: 1.096420, Ending Price: 1.096370, Highest Price: 1.096460, Lowest Price: 1.096360, Total Volume: 0.000000
Starting Price: 1.096430, Ending Price: 1.096370, Highest Price: 1.096470, Lowest Price: 1.096320, Total Volume: 0.000000
Starting Price: 1.096430, Ending Price: 1.096370, Highest Price: 1.096470, Lowest Price: 1.096320, Total Volume: 0.000000
Starting Price: 1.096430, Ending Price: 1.096370, Highest Price: 1.096470, Lowest Price: 1.096320, Total Volume: 0.000000
Starting Price: 1.096430, Ending Price: 1.096370, Highest Price: 1.096470, Lowest Price: 1.096320, Total Volume: 0.000000
Starting Price: 0.000000, Ending Price: 0.000000, Highest Price: 0.000000, Lowest Price: 340282346638528859811704183484516925440.000000, Total Volume: 0.000000
Starting Price: 1.096180, Ending Price: 1.096200, Highest Price: 1.096220, Lowest Price: 1.096120, Total Volume: 0.000000
Starting Price: 1.096190, Ending Price: 1.095880, Highest Price: 1.096190, Lowest Price: 1.095870, Total Volume: 0.000000
Starting Price: 1.095870, Ending Price: 1.095930, Highest Price: 1.095970, Lowest Price: 1.095750, Total Volume: 0.000000
Starting Price: 1.096180, Ending Price: 1.096170, Highest Price: 1.096180, Lowest Price: 1.096170, Total Volume: 0.000000
Starting Price: 1.096180, Ending Price: 1.096230, Highest Price: 1.096330, Lowest Price: 1.096170, Total Volume: 0.000000
Starting Price: 1.096190, Ending Price: 1.096180, Highest Price: 1.096370, Lowest Price: 1.096120, Total Volume: 0.000000
Starting Price: 0.000000, Ending Price: 0.000000, Highest Price: 0.000000, Lowest Price: 340282346638528859811704183484516925440.000000, Total Volume: 0.000000
Starting Price: 1.096430, Ending Price: 1.096480, Highest Price: 1.096490, Lowest Price: 1.096430, Total Volume: 0.000000
Starting Price: 1.096500, Ending Price: 1.096540, Highest Price: 1.096640, Lowest Price: 1.096410, Total Volume: 0.000000
Starting Price: 1.096550, Ending Price: 1.096440, Highest Price: 1.096580, Lowest Price: 1.096430, Total Volume: 0.000000
Starting Price: 1.096400, Ending Price: 1.096330, Highest Price: 1.096480, Lowest Price: 1.096320, Total Volume: 0.000000
Starting Price: 1.096230, Ending Price: 1.096250, Highest Price: 1.096270, Lowest Price: 1.096230, Total Volume: 0.000000
Starting Price: 1.096260, Ending Price: 1.096270, Highest Price: 1.096450, Lowest Price: 1.096120, Total Volume: 0.000000
Starting Price: 1.096280, Ending Price: 1.096130, Highest Price: 1.096280, Lowest Price: 1.096130, Total Volume: 0.000000
Starting Price: 1.096180, Ending Price: 1.096280, Highest Price: 1.096290, Lowest Price: 1.096060, Total Volume: 0.000000
Starting Price: 1.096230, Ending Price: 1.095980, Highest Price: 1.096230, Lowest Price: 1.095930, Total Volume: 0.000000
Starting Price: 0.000000, Ending Price: 0.000000, Highest Price: 0.000000, Lowest Price: 340282346638528859811704183484516925440.000000, Total Volume: 0.000000
Starting Price: 1.096040, Ending Price: 1.095840, Highest Price: 1.096040, Lowest Price: 1.095780, Total Volume: 0.000000
Starting Price: 1.095850, Ending Price: 1.095890, Highest Price: 1.095930, Lowest Price: 1.095820, Total Volume: 0.000000
Starting Price: 1.095880, Ending Price: 1.095890, Highest Price: 1.095900, Lowest Price: 1.095840, Total Volume: 0.000000
Starting Price: 1.095880, Ending Price: 1.095720, Highest Price: 1.095910, Lowest Price: 1.095690, Total Volume: 0.000000
Starting Price: 1.095690, Ending Price: 1.095580, Highest Price: 1.095750, Lowest Price: 1.095580, Total Volume: 0.000000
Starting Price: 1.095590, Ending Price: 1.095790, Highest Price: 1.095820, Lowest Price: 1.095510, Total Volume: 0.000000
Starting Price: 1.095730, Ending Price: 1.095590, Highest Price: 1.095740, Lowest Price: 1.095570, Total Volume: 0.000000
Starting Price: 1.095600, Ending Price: 1.095530, Highest Price: 1.095700, Lowest Price: 1.095520, Total Volume: 0.000000
Starting Price: 1.095550, Ending Price: 1.095690, Highest Price: 1.095750, Lowest Price: 1.095500, Total Volume: 0.000000
Starting Price: 1.095700, Ending Price: 1.095820, Highest Price: 1.095840, Lowest Price: 1.095690, Total Volume: 0.000000
Starting Price: 1.095800, Ending Price: 1.095840, Highest Price: 1.096000, Lowest Price: 1.095780, Total Volume: 0.000000
Starting Price: 1.095790, Ending Price: 1.095950, Highest Price: 1.095970, Lowest Price: 1.095730, Total Volume: 0.000000
Starting Price: 1.095940, Ending Price: 1.096000, Highest Price: 1.096050, Lowest Price: 1.095830, Total Volume: 0.000000
Starting Price: 1.096030, Ending Price: 1.095880, Highest Price: 1.096160, Lowest Price: 1.095870, Total Volume: 0.000000
Starting Price: 1.095890, Ending Price: 1.096080, Highest Price: 1.096080, Lowest Price: 1.095870, Total Volume: 0.000000
Starting Price: 1.096090, Ending Price: 1.096040, Highest Price: 1.096090, Lowest Price: 1.095980, Total Volume: 0.000000
Starting Price: 1.095970, Ending Price: 1.096070, Highest Price: 1.096100, Lowest Price: 1.095970, Total Volume: 0.000000
Starting Price: 1.096080, Ending Price: 1.095980, Highest Price: 1.096080, Lowest Price: 1.095880, Total Volume: 0.000000
Starting Price: 1.095970, Ending Price: 1.095900, Highest Price: 1.096050, Lowest Price: 1.095880, Total Volume: 0.000000
Starting Price: 1.095890, Ending Price: 1.095900, Highest Price: 1.095970, Lowest Price: 1.095790, Total Volume: 0.000000
Starting Price: 1.095890, Ending Price: 1.095750, Highest Price: 1.095890, Lowest Price: 1.095690, Total Volume: 0.000000
Starting Price: 1.095790, Ending Price: 1.095830, Highest Price: 1.095880, Lowest Price: 1.095770, Total Volume: 0.000000
Starting Price: 1.095810, Ending Price: 1.095870, Highest Price: 1.095920, Lowest Price: 1.095760, Total Volume: 0.000000
Starting Price: 1.095910, Ending Price: 1.095800, Highest Price: 1.095920, Lowest Price: 1.095770, Total Volume: 0.000000
Starting Price: 1.095790, Ending Price: 1.095690, Highest Price: 1.095810, Lowest Price: 1.095680, Total Volume: 0.000000
Starting Price: 1.095710, Ending Price: 1.095490, Highest Price: 1.095720, Lowest Price: 1.095450, Total Volume: 0.000000
Starting Price: 1.095530, Ending Price: 1.095560, Highest Price: 1.095680, Lowest Price: 1.095520, Total Volume: 0.000000
Starting Price: 1.095590, Ending Price: 1.095580, Highest Price: 1.095610, Lowest Price: 1.095510, Total Volume: 0.000000
Starting Price: 1.095610, Ending Price: 1.095580, Highest Price: 1.095670, Lowest Price: 1.095540, Total Volume: 0.000000
Starting Price: 1.095670, Ending Price: 1.095620, Highest Price: 1.095690, Lowest Price: 1.095560, Total Volume: 0.000000
Starting Price: 1.095640, Ending Price: 1.095440, Highest Price: 1.095680, Lowest Price: 1.095400, Total Volume: 0.000000
Starting Price: 1.095450, Ending Price: 1.095530, Highest Price: 1.095530, Lowest Price: 1.095430, Total Volume: 0.000000
Starting Price: 1.095490, Ending Price: 1.095430, Highest Price: 1.095490, Lowest Price: 1.095360, Total Volume: 0.000000
Starting Price: 1.095440, Ending Price: 1.095450, Highest Price: 1.095450, Lowest Price: 1.095390, Total Volume: 0.000000
Starting Price: 1.095480, Ending Price: 1.095580, Highest Price: 1.095590, Lowest Price: 1.095480, Total Volume: 0.000000
Starting Price: 1.095590, Ending Price: 1.095390, Highest Price: 1.095600, Lowest Price: 1.095390, Total Volume: 0.000000
Starting Price: 1.095380, Ending Price: 1.095410, Highest Price: 1.095410, Lowest Price: 1.095330, Total Volume: 0.000000
Starting Price: 1.095400, Ending Price: 1.095390, Highest Price: 1.095400, Lowest Price: 1.095370, Total Volume: 0.000000
Starting Price: 1.095380, Ending Price: 1.095360, Highest Price: 1.095380, Lowest Price: 1.095250, Total Volume: 0.000000
Starting Price: 1.095390, Ending Price: 1.095390, Highest Price: 1.095400, Lowest Price: 1.095270, Total Volume: 0.000000
Starting Price: 1.095350, Ending Price: 1.095340, Highest Price: 1.095350, Lowest Price: 1.095280, Total Volume: 0.000000
Starting Price: 1.095330, Ending Price: 1.095290, Highest Price: 1.095350, Lowest Price: 1.095250, Total Volume: 0.000000
Starting Price: 1.095320, Ending Price: 1.095320, Highest Price: 1.095330, Lowest Price: 1.095250, Total Volume: 0.000000
Starting Price: 1.095300, Ending Price: 1.095310, Highest Price: 1.095340, Lowest Price: 1.095280, Total Volume: 0.000000
Starting Price: 1.095320, Ending Price: 1.095290, Highest Price: 1.095340, Lowest Price: 1.095290, Total Volume: 0.000000
Starting Price: 1.095280, Ending Price: 1.095270, Highest Price: 1.095430, Lowest Price: 1.095250, Total Volume: 0.000000
Starting Price: 1.095240, Ending Price: 1.095280, Highest Price: 1.095280, Lowest Price: 1.095130, Total Volume: 0.000000
Starting Price: 1.095230, Ending Price: 1.095250, Highest Price: 1.095250, Lowest Price: 1.095230, Total Volume: 0.000000
Starting Price: 1.095240, Ending Price: 1.095190, Highest Price: 1.095300, Lowest Price: 1.095140, Total Volume: 0.000000
Starting Price: 1.095200, Ending Price: 1.095260, Highest Price: 1.095300, Lowest Price: 1.095190, Total Volume: 0.000000
Starting Price: 1.095270, Ending Price: 1.095480, Highest Price: 1.095480, Lowest Price: 1.095270, Total Volume: 0.000000
Starting Price: 1.095470, Ending Price: 1.095500, Highest Price: 1.095600, Lowest Price: 1.095400, Total Volume: 0.000000
Starting Price: 1.095510, Ending Price: 1.095520, Highest Price: 1.095540, Lowest Price: 1.095460, Total Volume: 0.000000
Starting Price: 1.095540, Ending Price: 1.095530, Highest Price: 1.095540, Lowest Price: 1.095490, Total Volume: 0.000000
Starting Price: 1.095540, Ending Price: 1.095660, Highest Price: 1.095710, Lowest Price: 1.095540, Total Volume: 0.000000
Starting Price: 1.095650, Ending Price: 1.095740, Highest Price: 1.095740, Lowest Price: 1.095640, Total Volume: 0.000000
Starting Price: 1.095730, Ending Price: 1.095740, Highest Price: 1.095750, Lowest Price: 1.095660, Total Volume: 0.000000
Starting Price: 1.095750, Ending Price: 1.095840, Highest Price: 1.095840, Lowest Price: 1.095740, Total Volume: 0.000000
Starting Price: 1.095860, Ending Price: 1.096000, Highest Price: 1.096050, Lowest Price: 1.095860, Total Volume: 0.000000
Starting Price: 1.095990, Ending Price: 1.095890, Highest Price: 1.096000, Lowest Price: 1.095880, Total Volume: 0.000000
Starting Price: 1.095880, Ending Price: 1.095990, Highest Price: 1.095990, Lowest Price: 1.095840, Total Volume: 0.000000
Starting Price: 1.096000, Ending Price: 1.095940, Highest Price: 1.096000, Lowest Price: 1.095830, Total Volume: 0.000000
Starting Price: 1.095960, Ending Price: 1.096090, Highest Price: 1.096130, Lowest Price: 1.095950, Total Volume: 0.000000
Starting Price: 1.096100, Ending Price: 1.096100, Highest Price: 1.096100, Lowest Price: 1.096070, Total Volume: 0.000000
Starting Price: 1.096100, Ending Price: 1.096140, Highest Price: 1.096190, Lowest Price: 1.096070, Total Volume: 0.000000
Starting Price: 1.096130, Ending Price: 1.096110, Highest Price: 1.096150, Lowest Price: 1.096020, Total Volume: 0.000000
Starting Price: 1.096120, Ending Price: 1.095890, Highest Price: 1.096120, Lowest Price: 1.095890, Total Volume: 0.000000
Starting Price: 1.095880, Ending Price: 1.096130, Highest Price: 1.096140, Lowest Price: 1.095880, Total Volume: 0.000000
Starting Price: 1.096150, Ending Price: 1.096050, Highest Price: 1.096150, Lowest Price: 1.096050, Total Volume: 0.000000
Starting Price: 1.096040, Ending Price: 1.096080, Highest Price: 1.096130, Lowest Price: 1.096030, Total Volume: 0.000000
Starting Price: 1.096070, Ending Price: 1.096030, Highest Price: 1.096070, Lowest Price: 1.096010, Total Volume: 0.000000
Starting Price: 1.096040, Ending Price: 1.095990, Highest Price: 1.096050, Lowest Price: 1.095990, Total Volume: 0.000000
Starting Price: 1.096000, Ending Price: 1.095940, Highest Price: 1.096000, Lowest Price: 1.095840, Total Volume: 0.000000
Starting Price: 1.095950, Ending Price: 1.095820, Highest Price: 1.095980, Lowest Price: 1.095770, Total Volume: 0.000000
Starting Price: 1.095810, Ending Price: 1.095990, Highest Price: 1.096000, Lowest Price: 1.095790, Total Volume: 0.000000
Starting Price: 1.095980, Ending Price: 1.095990, Highest Price: 1.096010, Lowest Price: 1.095960, Total Volume: 0.000000
Starting Price: 1.095980, Ending Price: 1.095890, Highest Price: 1.095990, Lowest Price: 1.095880, Total Volume: 0.000000
Starting Price: 1.095900, Ending Price: 1.095900, Highest Price: 1.095920, Lowest Price: 1.095860, Total Volume: 0.000000
Starting Price: 1.095880, Ending Price: 1.095890, Highest Price: 1.095920, Lowest Price: 1.095780, Total Volume: 0.000000
Starting Price: 1.095860, Ending Price: 1.095920, Highest Price: 1.095950, Lowest Price: 1.095850, Total Volume: 0.000000
Starting Price: 1.095930, Ending Price: 1.095950, Highest Price: 1.096000, Lowest Price: 1.095930, Total Volume: 0.000000
Starting Price: 1.095970, Ending Price: 1.096100, Highest Price: 1.096130, Lowest Price: 1.095970, Total Volume: 0.000000
Starting Price: 1.096120, Ending Price: 1.096080, Highest Price: 1.096140, Lowest Price: 1.096080, Total Volume: 0.000000
Starting Price: 1.096070, Ending Price: 1.096070, Highest Price: 1.096120, Lowest Price: 1.096070, Total Volume: 0.000000
Starting Price: 1.096080, Ending Price: 1.096100, Highest Price: 1.096100, Lowest Price: 1.096070, Total Volume: 0.000000
Starting Price: 1.096070, Ending Price: 1.096130, Highest Price: 1.096160, Lowest Price: 1.096040, Total Volume: 0.000000
Starting Price: 1.096110, Ending Price: 1.096110, Highest Price: 1.096120, Lowest Price: 1.096080, Total Volume: 0.000000
Starting Price: 1.096150, Ending Price: 1.096350, Highest Price: 1.096360, Lowest Price: 1.096110, Total Volume: 0.000000
Starting Price: 1.096360, Ending Price: 1.096290, Highest Price: 1.096360, Lowest Price: 1.096250, Total Volume: 0.000000
Starting Price: 1.096300, Ending Price: 1.096400, Highest Price: 1.096400, Lowest Price: 1.096240, Total Volume: 0.000000
Starting Price: 1.096400, Ending Price: 1.096490, Highest Price: 1.096510, Lowest Price: 1.096350, Total Volume: 0.000000
Starting Price: 1.096450, Ending Price: 1.096440, Highest Price: 1.096480, Lowest Price: 1.096390, Total Volume: 0.000000
Starting Price: 1.096430, Ending Price: 1.096440, Highest Price: 1.096510, Lowest Price: 1.096380, Total Volume: 0.000000
Starting Price: 1.096460, Ending Price: 1.096550, Highest Price: 1.096550, Lowest Price: 1.096440, Total Volume: 0.000000
Starting Price: 1.096540, Ending Price: 1.096530, Highest Price: 1.096540, Lowest Price: 1.096480, Total Volume: 0.000000
Starting Price: 1.096510, Ending Price: 1.096540, Highest Price: 1.096560, Lowest Price: 1.096470, Total Volume: 0.000000
Starting Price: 1.096550, Ending Price: 1.096480, Highest Price: 1.096550, Lowest Price: 1.096460, Total Volume: 0.000000
Starting Price: 1.096490, Ending Price: 1.096480, Highest Price: 1.096530, Lowest Price: 1.096480, Total Volume: 0.000000
Starting Price: 1.096500, Ending Price: 1.096600, Highest Price: 1.096600, Lowest Price: 1.096490, Total Volume: 0.000000
